age,education,marital_status,employment_type,employment_length_years,annual_income,credit_history_length,num_open_accounts,credit_limit,credit_utilization,existing_debt,num_late_payments_12m,num_credit_inquiries_6m,loan_amount_requested,home_ownership,purpose,default
53,bachelors,married,unemployed,0.0,8128.6,28,4,4736.02,0.044,4178.13,0,0,607.41,RENT,credit_card,1
43,bachelors,single,salaried,9.9,22359.74,18,4,6693.54,0.361,2743.07,0,2,2094.09,MORTGAGE,credit_card,0
57,bachelors,married,self_employed,11.4,62734.33,37,6,34702.47,0.402,15258.59,1,0,5943.41,OWN,credit_card,0
45,masters,married,salaried,7.8,66650.81,24,7,26474.64,0.199,18430.81,1,2,24895.78,MORTGAGE,credit_card,0
53,bachelors,divorced,unemployed,0.0,21552.05,35,8,17238.43,0.205,9901.44,2,2,3712.18,MORTGAGE,home_improvement,0
46,masters,single,self_employed,9.8,76906.83,22,3,24279.21,0.135,5443.37,0,1,12561.83,MORTGAGE,medical,0
56,bachelors,married,salaried,14.5,49434.35,37,5,30289.1,0.261,15077.59,4,0,11357.49,MORTGAGE,car,0
46,bachelors,divorced,self_employed,7.1,56809.42,23,3,37101.91,0.696,30077.23,3,2,21683.51,MORTGAGE,medical,1
39,masters,single,salaried,6.6,44875.31,17,3,15908.57,0.481,9892.47,1,1,13504.97,RENT,medical,0
67,phd,divorced,self_employed,8.0,,46,7,37586.19,0.115,6891.28,0,0,16566.83,RENT,other,0
51,phd,divorced,retired,10.3,48544.67,31,5,22026.17,0.247,6671.03,0,0,11924.38,MORTGAGE,medical,0
47,bachelors,married,retired,13.3,27244.81,28,3,18971.32,0.075,1716.43,1,1,7915.55,MORTGAGE,debt_consolidation,0
25,high_school,married,salaried,,15617.02,2,1,7712.15,0.575,17100.24,0,0,4545.01,MORTGAGE,credit_card,0
25,high_school,widowed,salaried,2.0,24093.52,6,5,12954.19,0.321,11017.6,0,1,3077.95,MORTGAGE,debt_consolidation,0
44,masters,married,self_employed,7.3,45410.06,19,1,13395.22,0.412,6271.71,1,1,16651.04,OWN,home_improvement,0
42,masters,single,self_employed,,81360.26,19,3,17097.61,0.111,2655.89,0,0,24532.71,MORTGAGE,home_improvement,0
33,bachelors,divorced,salaried,6.9,30620.98,10,2,8560.16,0.282,6882.06,2,0,3332.98,OWN,credit_card,0
42,high_school,single,self_employed,,65957.33,19,4,31003.06,0.282,12360.18,2,1,25295.3,MORTGAGE,home_improvement,1
59,bachelors,single,salaried,11.4,78478.33,40,8,33120.63,0.263,20548.05,0,0,19223.49,MORTGAGE,credit_card,0
48,high_school,divorced,salaried,9.9,24577.76,30,9,18404.67,0.505,13747.27,1,3,5148.62,RENT,medical,1
26,bachelors,single,unemployed,0.0,6166.55,3,6,1307.16,0.471,3294.79,5,3,1637.82,RENT,medical,1
39,bachelors,married,salaried,7.4,49770.32,17,5,17014.63,0.291,8630.74,0,0,18663.85,MORTGAGE,credit_card,0
30,masters,married,salaried,5.0,44633.15,10,3,23405.61,0.171,9074.82,0,1,5377.82,RENT,credit_card,0
35,high_school,married,retired,5.7,14688.63,11,5,6874.56,0.377,3190.48,1,1,3114.21,MORTGAGE,home_improvement,0
35,bachelors,single,salaried,3.4,,15,3,16046.51,0.229,5181.19,0,0,11925.18,OWN,debt_consolidation,0
34,bachelors,married,salaried,5.3,34644.7,16,6,10651.76,0.181,4799.46,0,1,7233.46,MORTGAGE,car,0
25,bachelors,single,salaried,0.8,43421.55,4,1,21909.89,0.364,9201.38,0,0,4488.46,MORTGAGE,medical,0
38,bachelors,single,salaried,3.4,35035.88,20,4,16910.19,0.299,11605.69,1,0,11947.06,MORTGAGE,car,0
33,masters,single,salaried,2.4,54467.86,15,0,35070.7,0.798,28580.12,1,0,4262.14,MORTGAGE,other,0
21,high_school,single,self_employed,0.0,28983.94,0,3,12042.43,0.432,6553.92,2,2,7773.16,RENT,debt_consolidation,1
65,high_school,widowed,self_employed,9.6,72343.84,47,8,63997.71,0.133,9050.04,0,0,5748.24,RENT,home_improvement,0
53,masters,married,salaried,9.9,61080.72,34,4,49545.93,0.061,6094.4,0,0,18714.27,RENT,credit_card,0
35,bachelors,married,unemployed,0.0,9724.3,16,3,4607.04,0.516,4523.19,0,2,2942.52,OWN,credit_card,1
40,high_school,married,retired,5.0,20046.88,21,2,9937.58,0.307,5234.65,2,1,1943.27,RENT,credit_card,0
26,bachelors,widowed,salaried,1.0,24820.36,8,3,10544.22,0.105,5022.07,0,0,5207.64,OWN,car,0
60,bachelors,married,salaried,22.3,49738.95,41,3,28528.11,0.528,20189.02,1,1,14957.54,RENT,medical,0
63,high_school,married,self_employed,16.2,,39,5,20491.19,0.32,8369.41,0,0,4665.3,OWN,other,0
42,high_school,single,salaried,7.3,41952.3,17,1,16251.15,0.093,5043.32,1,1,14119.91,RENT,other,0
52,masters,married,salaried,11.4,106922.11,34,4,68251.3,0.54,38666.06,0,0,19348.44,MORTGAGE,home_improvement,0
42,bachelors,single,self_employed,8.4,23249.66,19,2,7262.4,0.25,4402.92,0,0,2452.61,MORTGAGE,debt_consolidation,0
24,high_school,married,self_employed,0.6,37300.14,2,2,15456.33,0.143,6664.28,1,2,10382.52,OWN,debt_consolidation,0
35,high_school,single,retired,5.8,15952.69,11,4,4812.2,0.326,5691.68,1,1,5023.67,RENT,debt_consolidation,0
42,bachelors,married,salaried,11.0,64136.48,23,8,18108.18,0.092,6731.06,1,1,12203.73,RENT,debt_consolidation,0
35,high_school,single,self_employed,5.6,35492.12,14,2,16709.33,0.293,7266.92,1,1,2326.64,RENT,debt_consolidation,0
37,masters,married,self_employed,8.8,76495.92,15,5,43056.53,0.08,6094.2,1,0,30519.43,RENT,debt_consolidation,0
39,bachelors,married,salaried,3.8,37923.43,16,6,14016.65,0.047,2357.04,0,1,3929.34,OWN,medical,0
39,bachelors,single,self_employed,9.4,44005.42,19,8,20459.97,0.62,16702.45,0,1,16026.18,MORTGAGE,credit_card,1
41,masters,single,salaried,9.0,73938.66,20,3,50681.81,0.333,23927.8,3,1,14152.13,MORTGAGE,car,0
27,bachelors,single,salaried,2.5,74993.11,6,4,24045.62,0.634,25912.98,4,2,18303.26,OWN,car,1
31,high_school,married,self_employed,4.1,25096.0,12,4,5762.37,0.448,5272.3,0,1,9949.46,MORTGAGE,other,0
25,bachelors,married,salaried,0.8,31779.46,6,2,7890.82,0.64,6636.92,0,3,5657.31,MORTGAGE,medical,1
52,bachelors,married,salaried,13.6,36883.96,34,6,29851.62,0.286,10039.48,0,1,5980.53,MORTGAGE,car,0
21,high_school,married,salaried,,20603.0,1,1,5786.82,0.186,2900.21,0,0,1273.19,OWN,home_improvement,0
54,high_school,married,salaried,5.9,32614.24,30,1,21015.81,0.015,12528.51,0,1,8968.99,OWN,other,0
57,bachelors,married,salaried,8.7,35743.8,34,5,19653.01,0.167,12131.86,3,4,7941.97,OWN,credit_card,0
36,high_school,single,salaried,5.2,35787.03,12,3,14815.82,0.31,32337.3,3,1,9114.04,MORTGAGE,debt_consolidation,1
21,bachelors,married,salaried,0.0,,0,3,5964.26,0.101,3954.56,0,0,7050.8,OWN,credit_card,0
36,bachelors,single,salaried,5.2,27380.52,11,3,7215.91,0.633,24080.53,4,1,1807.79,OWN,debt_consolidation,0
39,bachelors,married,salaried,3.9,26169.61,14,2,8323.51,0.635,7549.44,1,0,5069.66,MORTGAGE,other,1
28,bachelors,married,unemployed,,10977.63,9,0,2844.74,0.35,3313.56,1,2,1318.05,RENT,debt_consolidation,0
34,bachelors,married,retired,5.0,16741.31,13,3,8031.61,0.105,2198.57,0,0,2503.72,RENT,car,0
58,high_school,single,salaried,7.7,90002.0,37,7,51731.88,0.81,43964.78,3,1,33314.67,RENT,debt_consolidation,1
48,high_school,single,salaried,9.8,34959.54,30,8,22258.78,0.047,4790.01,0,0,9972.93,MORTGAGE,medical,0
29,high_school,single,salaried,1.5,,7,6,7277.48,0.254,4150.14,2,1,6040.77,MORTGAGE,debt_consolidation,0
21,high_school,married,salaried,0.0,20690.93,3,3,3881.29,0.458,3487.84,3,0,6789.21,MORTGAGE,other,1
36,bachelors,married,retired,5.0,12573.37,13,6,7139.87,0.138,6904.37,1,2,3581.42,OWN,car,1
37,masters,single,self_employed,7.1,33210.79,16,3,17019.72,0.097,6927.55,0,1,4417.45,MORTGAGE,other,0
46,bachelors,married,salaried,5.1,71096.09,21,7,47016.34,0.349,18871.63,0,1,8604.47,OWN,debt_consolidation,0
34,masters,married,salaried,6.7,75140.47,12,3,22638.65,0.124,9989.88,1,1,12425.99,RENT,medical,0
46,masters,married,salaried,12.0,40300.94,22,2,20358.33,0.548,12575.86,1,1,2077.08,MORTGAGE,home_improvement,0
63,phd,married,salaried,23.8,94995.65,40,2,51071.77,0.199,47971.59,0,2,24822.21,RENT,debt_consolidation,0
50,masters,married,salaried,5.2,95895.01,27,5,52181.76,0.115,12158.17,1,0,13987.24,RENT,debt_consolidation,0
39,bachelors,divorced,self_employed,7.2,27210.69,16,5,7593.57,0.473,4127.21,1,0,8157.82,OWN,medical,1
38,bachelors,single,salaried,8.0,,16,3,21249.29,0.134,5297.13,0,1,5735.08,RENT,debt_consolidation,0
36,high_school,single,self_employed,8.3,27423.21,16,3,6191.54,0.144,9206.65,0,2,4054.63,OWN,other,0
54,bachelors,married,retired,12.1,28430.64,35,3,19907.94,0.266,14341.01,1,1,4629.32,RENT,credit_card,0
32,bachelors,married,salaried,6.4,53773.07,10,4,23079.62,0.488,15951.23,0,0,15545.96,RENT,credit_card,0
41,bachelors,widowed,salaried,4.1,46669.12,19,3,13923.92,0.225,5053.99,1,0,14225.03,RENT,debt_consolidation,1
41,bachelors,single,retired,6.9,27449.41,17,2,6118.5,0.1,1851.29,0,0,2944.74,OWN,debt_consolidation,0
34,bachelors,single,salaried,3.4,16646.26,11,5,8400.67,0.18,17234.38,2,2,4237.36,MORTGAGE,credit_card,1
24,bachelors,married,salaried,0.7,38187.68,1,0,7966.21,0.398,9371.17,3,1,10467.84,MORTGAGE,car,0
44,bachelors,single,unemployed,,10489.89,19,3,2435.68,0.42,6529.9,0,1,3514.6,RENT,credit_card,1
39,bachelors,single,salaried,8.1,83760.0,20,2,34107.54,0.385,15487.43,0,2,5525.55,MORTGAGE,credit_card,0
46,masters,divorced,salaried,9.2,70149.56,26,7,27556.04,0.049,23267.04,0,1,10344.83,RENT,medical,0
34,masters,single,salaried,3.0,,10,2,18141.47,0.607,21859.92,0,0,9827.82,MORTGAGE,debt_consolidation,1
55,masters,married,retired,5.6,68391.06,33,7,33519.28,0.606,24290.18,1,1,16830.54,RENT,medical,1
29,high_school,single,self_employed,4.5,28353.33,4,2,12228.22,0.04,5267.5,1,0,10280.04,OWN,medical,0
61,masters,single,salaried,11.7,76158.37,41,6,39128.76,0.379,16358.24,1,0,8661.56,OWN,credit_card,0
21,high_school,single,salaried,0.0,13804.78,0,2,6435.21,0.472,15781.95,1,0,4974.65,RENT,other,1
45,masters,single,salaried,5.2,44946.5,25,2,28675.21,0.117,7693.08,0,0,3526.94,RENT,other,0
46,high_school,single,retired,6.6,14968.57,24,4,8004.27,0.248,11540.54,2,0,4151.72,MORTGAGE,medical,0
30,bachelors,widowed,self_employed,2.3,34744.95,11,5,10995.06,0.12,14221.93,0,1,2888.29,RENT,debt_consolidation,0
45,bachelors,married,salaried,6.6,28143.25,21,8,18594.87,0.233,6220.59,0,1,4817.64,OWN,credit_card,0
55,bachelors,married,retired,8.6,14884.06,32,6,9713.26,0.314,4083.91,0,1,2265.56,RENT,other,0
21,bachelors,single,retired,5.0,,1,0,6957.36,0.085,16080.0,0,0,882.6,MORTGAGE,other,0
46,bachelors,single,self_employed,12.4,28789.25,27,7,19510.87,0.262,6443.51,2,2,4036.71,MORTGAGE,home_improvement,0
21,bachelors,married,retired,5.0,19868.06,0,2,5689.86,0.411,7103.77,1,0,7745.82,RENT,credit_card,0
28,high_school,married,salaried,1.6,51675.63,3,3,16317.08,0.264,11743.0,1,2,18679.91,OWN,car,0
60,bachelors,married,self_employed,18.3,62613.89,38,5,28337.22,0.152,7080.99,0,3,11630.87,MORTGAGE,other,0
33,high_school,married,salaried,2.6,31191.63,9,1,6730.84,0.313,4903.45,1,1,6796.53,RENT,home_improvement,0
26,bachelors,married,self_employed,2.4,,1,2,6738.8,0.181,1403.15,1,1,2413.19,OWN,credit_card,1
38,high_school,single,retired,6.5,21192.69,13,6,4742.61,0.137,1789.36,0,0,5324.69,MORTGAGE,credit_card,0
65,bachelors,married,salaried,24.1,51817.0,42,4,18043.22,0.41,12447.93,1,0,8448.4,MORTGAGE,debt_consolidation,0
21,bachelors,single,self_employed,0.0,,3,1,18117.55,0.346,7460.36,0,0,12229.9,MORTGAGE,credit_card,0
27,high_school,single,salaried,3.0,16875.95,2,2,4981.06,0.331,4747.77,1,0,5505.03,RENT,debt_consolidation,0
58,bachelors,married,salaried,15.1,46720.9,36,6,39886.19,0.254,18940.17,2,1,5356.76,RENT,debt_consolidation,1
62,bachelors,single,salaried,14.8,81852.4,39,6,57443.98,0.203,12789.95,0,0,6127.17,RENT,debt_consolidation,0
39,phd,married,salaried,3.9,45193.72,20,0,24292.59,0.281,9938.72,0,1,8660.33,MORTGAGE,home_improvement,0
25,masters,divorced,salaried,1.0,35421.97,3,0,17667.86,0.287,7760.28,0,1,9948.54,MORTGAGE,credit_card,0
65,bachelors,single,salaried,22.2,72954.67,44,8,42699.05,0.246,11961.83,0,1,25192.88,OWN,home_improvement,0
59,bachelors,married,salaried,8.2,66272.8,36,7,26768.28,0.601,21004.45,1,1,18319.58,OWN,debt_consolidation,0
48,bachelors,married,salaried,10.5,65154.51,28,6,38147.82,0.43,21079.34,2,0,17007.28,RENT,credit_card,0
30,high_school,single,self_employed,2.2,23076.75,12,4,6380.22,0.544,4884.73,0,0,3911.01,MORTGAGE,credit_card,0
39,bachelors,married,salaried,6.7,37249.82,20,5,24411.0,0.19,5114.5,0,1,14694.85,MORTGAGE,debt_consolidation,0
38,masters,married,salaried,4.5,36750.26,19,7,16582.81,0.403,10171.35,2,2,14059.25,MORTGAGE,debt_consolidation,1
44,bachelors,married,self_employed,7.1,33414.43,26,4,18487.77,0.329,8258.09,2,1,13153.27,OWN,other,0
57,bachelors,divorced,self_employed,18.4,39933.1,35,5,24846.59,0.136,9114.6,0,1,2095.83,MORTGAGE,credit_card,0
51,high_school,single,self_employed,5.0,40689.47,26,7,18829.66,0.313,13977.22,1,0,5938.74,RENT,debt_consolidation,0
27,high_school,married,unemployed,0.0,11076.99,9,4,4779.06,0.208,12550.89,0,0,2508.85,RENT,debt_consolidation,1
57,high_school,married,salaried,10.6,63218.48,38,8,26761.45,0.457,15370.82,0,0,20521.84,OWN,home_improvement,0
44,bachelors,single,retired,9.6,28229.22,21,3,17975.75,0.473,9344.43,1,0,1872.48,MORTGAGE,credit_card,0
48,bachelors,widowed,retired,6.7,17990.1,23,4,9397.78,0.333,3679.28,0,0,2352.67,OWN,medical,0
58,bachelors,single,self_employed,11.5,39494.18,33,3,26472.71,0.251,14800.41,0,2,5605.57,MORTGAGE,credit_card,0
27,bachelors,married,salaried,2.1,28722.44,5,1,9279.72,0.319,3608.63,0,1,3277.23,MORTGAGE,debt_consolidation,0
40,masters,married,salaried,8.7,59958.18,17,3,36184.47,0.681,26291.09,1,0,22444.15,MORTGAGE,debt_consolidation,0
34,masters,married,self_employed,7.1,62913.82,15,3,37062.51,0.171,11916.71,2,0,17060.16,RENT,other,0
21,masters,single,salaried,0.0,39586.03,2,2,14375.1,0.162,3648.4,0,0,8615.9,MORTGAGE,home_improvement,1
44,bachelors,single,salaried,6.9,41127.94,19,5,10899.86,0.142,3933.0,1,0,14375.72,MORTGAGE,car,0
70,bachelors,single,retired,9.3,31534.85,49,7,21616.58,0.157,18173.25,1,1,4108.09,MORTGAGE,home_improvement,0
21,masters,married,salaried,0.0,30018.99,1,3,9352.59,0.48,5754.57,0,1,4677.18,RENT,medical,0
40,high_school,single,salaried,3.1,19301.78,20,7,9381.86,0.294,8800.75,0,2,4373.41,OWN,car,0
48,high_school,married,retired,14.8,17896.75,30,3,9073.89,0.695,7659.78,0,0,5375.98,MORTGAGE,home_improvement,0
41,bachelors,single,self_employed,3.2,47615.3,19,4,27181.33,0.397,11059.04,0,2,10113.31,RENT,debt_consolidation,0
39,bachelors,single,salaried,10.6,37618.55,20,3,22350.32,0.41,9745.41,1,0,7873.62,RENT,medical,0
24,high_school,married,salaried,0.5,,4,5,3044.95,0.1,4155.34,0,0,1328.77,OWN,car,0
43,bachelors,married,self_employed,3.5,42746.68,25,5,24024.29,0.272,8134.95,0,1,12083.38,RENT,debt_consolidation,0
31,bachelors,married,self_employed,3.8,30443.09,6,0,7412.47,0.269,7245.46,1,2,7252.77,MORTGAGE,medical,0
21,bachelors,single,self_employed,0.0,49165.86,0,1,10972.73,0.565,7505.34,0,0,18971.17,RENT,debt_consolidation,0
54,bachelors,single,salaried,10.2,59388.94,31,3,16886.83,0.333,12916.88,1,0,10269.74,MORTGAGE,medical,0
52,bachelors,widowed,self_employed,13.1,18218.19,30,6,9545.52,0.294,10586.49,4,1,5051.88,OWN,debt_consolidation,1
41,high_school,single,salaried,10.6,33060.53,16,1,14336.79,0.363,6072.94,0,0,5844.84,RENT,medical,0
43,high_school,married,unemployed,0.0,5623.98,18,6,2716.02,0.359,3893.66,0,0,563.8,MORTGAGE,credit_card,0
53,high_school,married,salaried,,23171.52,29,2,8189.15,0.353,9097.27,1,1,6816.14,RENT,debt_consolidation,0
43,bachelors,single,salaried,4.9,18782.69,18,4,10675.74,0.438,8181.31,1,0,1239.75,OWN,medical,0
51,bachelors,married,salaried,7.5,63742.37,29,6,22713.63,0.308,10953.88,1,1,25361.04,OWN,other,0
36,bachelors,widowed,self_employed,6.2,,11,1,27943.1,0.346,24670.68,1,0,18139.87,OWN,other,0
56,bachelors,divorced,self_employed,16.6,32569.67,38,7,16924.7,0.238,11122.04,0,0,6552.81,OWN,home_improvement,0
44,bachelors,married,salaried,4.6,62861.46,25,5,18755.3,0.103,5967.24,1,0,17882.02,MORTGAGE,car,0
42,high_school,married,salaried,4.8,68852.17,24,6,40595.71,0.105,5433.45,2,0,7287.69,OWN,home_improvement,0
25,high_school,single,salaried,2.3,22713.08,7,3,5012.08,0.067,23492.0,2,1,7143.78,OWN,other,0
43,masters,married,salaried,3.6,39667.13,18,1,13034.44,0.335,9264.92,1,1,15244.92,OWN,credit_card,0
30,bachelors,single,salaried,3.0,32822.38,9,3,7890.38,0.401,5760.65,1,2,11974.32,OWN,medical,0
32,bachelors,divorced,unemployed,0.0,13145.74,11,1,4877.48,0.558,4018.13,0,1,1552.08,OWN,credit_card,1
30,bachelors,single,self_employed,4.5,58704.45,8,1,28497.13,0.49,17683.48,0,0,15716.53,MORTGAGE,credit_card,0
27,masters,married,retired,5.0,22444.6,4,3,6862.69,0.55,9020.53,1,0,5698.29,RENT,credit_card,1
65,bachelors,married,unemployed,0.0,9642.1,44,8,4715.81,0.169,1985.79,0,4,1716.98,RENT,debt_consolidation,0
56,high_school,married,salaried,14.5,43594.11,33,3,24554.26,0.636,27617.41,5,1,13157.11,RENT,car,1
63,masters,single,salaried,22.2,66839.38,40,6,41683.65,0.427,29485.9,0,0,20382.39,MORTGAGE,credit_card,0
25,high_school,single,unemployed,0.0,6363.94,0,2,3018.75,0.216,5102.91,2,0,2044.12,MORTGAGE,debt_consolidation,1
41,high_school,married,salaried,8.4,28368.22,22,5,9064.29,0.434,10172.33,0,1,7924.0,MORTGAGE,home_improvement,0
24,high_school,married,salaried,1.0,25571.67,5,1,8345.32,0.25,2993.78,0,0,5478.94,RENT,medical,0
32,bachelors,married,salaried,4.9,18191.38,11,3,4618.38,0.574,35429.88,1,1,4459.94,OWN,debt_consolidation,1
29,bachelors,married,salaried,4.7,37461.97,9,4,9742.37,0.272,4127.1,0,0,4600.65,RENT,debt_consolidation,0
55,bachelors,married,salaried,9.7,73559.6,33,10,27413.49,0.031,2772.69,0,1,18963.02,MORTGAGE,medical,0
35,masters,married,salaried,3.4,44783.54,12,2,17472.39,0.038,5830.09,0,0,11340.82,MORTGAGE,debt_consolidation,0
53,high_school,single,salaried,18.6,40261.41,31,6,28961.29,0.14,9723.81,0,2,8783.88,OWN,debt_consolidation,0
47,bachelors,single,salaried,4.6,25299.86,25,3,18626.3,0.53,19232.01,2,0,4259.23,RENT,debt_consolidation,1
68,bachelors,divorced,self_employed,24.8,70209.3,46,7,64662.41,0.218,16594.37,2,0,18209.25,MORTGAGE,other,0
22,phd,married,salaried,0.6,59404.6,3,4,22413.69,0.201,5460.39,1,1,11430.29,MORTGAGE,medical,0
55,high_school,single,salaried,8.5,70212.11,32,4,52021.05,0.597,32404.36,0,1,4871.37,MORTGAGE,other,0
54,phd,single,salaried,11.3,31876.17,35,6,17954.99,0.469,9130.48,1,2,9987.99,MORTGAGE,car,0
28,high_school,married,salaried,1.4,31196.47,6,1,12556.71,0.489,7145.78,0,1,5061.87,OWN,other,0
52,masters,married,self_employed,9.8,36969.5,32,4,17818.78,0.513,10724.31,0,0,11359.2,MORTGAGE,credit_card,0
44,bachelors,divorced,self_employed,8.2,53596.53,26,2,13471.39,0.021,1990.83,0,0,14634.27,OWN,credit_card,0
37,masters,married,salaried,6.1,40773.36,14,4,21538.91,0.348,9636.32,0,1,9097.03,MORTGAGE,car,0
30,high_school,single,salaried,1.8,32093.48,8,5,13342.8,0.419,6654.16,0,0,11528.89,MORTGAGE,debt_consolidation,1
31,high_school,married,salaried,3.3,31907.43,12,6,18282.81,0.103,3569.47,0,0,6329.18,RENT,car,0
65,high_school,single,salaried,19.0,43814.92,46,6,15254.16,0.343,7645.15,1,4,5662.56,RENT,debt_consolidation,0
40,bachelors,single,salaried,7.1,34068.02,17,4,10468.2,0.604,10113.59,1,0,11401.74,MORTGAGE,other,0
49,bachelors,single,salaried,14.8,48301.35,26,6,32661.08,0.283,10470.41,1,2,3649.9,MORTGAGE,medical,0
31,masters,single,salaried,5.8,61930.04,8,3,35716.86,0.367,18330.89,0,2,13124.59,RENT,debt_consolidation,1
31,bachelors,divorced,retired,5.2,20716.5,13,4,12330.83,0.412,7560.49,0,1,4615.05,MORTGAGE,credit_card,0
53,high_school,married,unemployed,0.0,12702.18,35,5,9696.28,0.164,2341.56,1,1,3614.81,RENT,credit_card,0
24,high_school,single,salaried,0.7,14706.88,4,0,7813.18,0.428,5271.47,1,0,1433.07,RENT,car,0
35,high_school,married,self_employed,2.7,33138.04,10,2,8750.84,0.244,3940.61,0,0,7957.07,RENT,car,0
40,masters,married,salaried,6.6,43860.21,21,2,23007.83,0.405,12000.83,1,0,3063.93,MORTGAGE,car,0
41,masters,divorced,salaried,9.5,69286.59,16,4,37625.93,0.32,14865.59,2,1,27557.64,OWN,medical,0
38,phd,divorced,salaried,2.8,69923.38,20,3,27725.08,0.376,14185.42,0,1,11442.12,MORTGAGE,car,0
45,bachelors,single,salaried,6.5,36024.49,22,2,16798.61,0.598,21732.38,1,1,6135.43,RENT,credit_card,0
48,high_school,divorced,unemployed,0.0,9499.28,25,3,2584.63,0.472,2388.96,1,0,2377.31,MORTGAGE,credit_card,1
49,high_school,single,salaried,9.4,34760.41,30,8,15995.06,0.225,7872.43,1,2,3994.99,RENT,credit_card,0
28,bachelors,single,salaried,4.0,37178.94,8,1,21020.13,0.139,17302.81,1,0,3774.04,MORTGAGE,debt_consolidation,0
37,phd,single,unemployed,0.0,16132.63,18,2,5876.58,0.424,2917.52,2,2,6051.27,MORTGAGE,debt_consolidation,1
54,high_school,single,salaried,14.4,39977.39,29,4,12917.71,0.26,8396.74,1,1,15864.8,RENT,credit_card,0
51,high_school,divorced,self_employed,9.7,25840.11,30,4,19294.09,0.516,12739.63,1,2,6305.97,OWN,other,0
24,bachelors,married,salaried,1.4,50261.06,0,3,9133.37,0.465,5429.74,3,2,16277.2,RENT,debt_consolidation,0
44,bachelors,married,salaried,11.1,61479.64,26,8,20858.84,0.099,10995.99,0,2,19311.71,RENT,credit_card,0
21,high_school,divorced,self_employed,0.0,25423.6,3,2,13293.14,0.119,6636.94,1,0,9435.87,RENT,credit_card,0
41,masters,married,salaried,8.9,63288.08,21,4,34786.64,0.325,12133.01,0,1,7884.03,RENT,debt_consolidation,0
63,high_school,single,salaried,13.6,52526.34,38,3,24547.96,0.532,13224.55,0,1,19452.79,MORTGAGE,debt_consolidation,0
29,masters,married,retired,5.0,18551.38,9,3,8326.55,0.394,4574.99,0,0,2407.13,MORTGAGE,debt_consolidation,1
30,high_school,divorced,salaried,2.0,41604.3,10,3,20616.73,0.25,12020.92,0,0,8827.64,OWN,credit_card,0
49,high_school,widowed,salaried,15.5,17930.09,31,2,7024.88,0.214,4508.69,0,1,6878.03,RENT,medical,0
21,high_school,married,salaried,0.0,12336.51,0,1,4510.85,0.403,2207.17,2,0,4034.44,MORTGAGE,credit_card,1
32,high_school,divorced,salaried,2.9,21759.53,14,3,11453.96,0.098,9627.51,1,0,3890.94,RENT,car,0
47,bachelors,divorced,salaried,7.8,49914.08,26,3,12960.52,0.64,9373.83,0,1,12757.39,MORTGAGE,credit_card,0
32,bachelors,single,salaried,1.7,36596.64,14,3,18741.8,0.305,9058.07,0,2,12694.07,RENT,home_improvement,0
